y	x	z
0.4858290494287822	0.4505592412800115	1.3342414388873296
1.0328430731827805	-1.0000021278912972	0.37384579616361163
0.847070968079133	0.35883112196779493	0.8527803504998861
0.9858582852673172	0.4609260290427206	0.515239213003243
-0.029879491967636562	1.3524107193233934	1.1283759597665637
-0.027637354845565704	2.6226948065602316	0.6542318627421673
-1.5146481435735992	0.18262093151493178	1.2049498792718012
1.174327478265528	0.18165439587236007	1.8759796500099761
0.5175111502072958	-0.29755195736672035	-1.080897868065216
0.6796729739153247	1.5795926479357236	0.7221364821244298
-0.2011932050040751	-1.5213591541099187	-0.7457419283116298
-1.477924765546339	-1.3169024845378452	0.16791920338983662
-0.622318200273091	2.550926372109904	-1.6938457594185814
0.1575603411177685	-0.08482002547476186	-0.14401241408365786
-0.8723630263552677	0.731383358056898	-0.15268236574450797
-0.23202615714473612	-1.3077899377013662	0.42875328422657555
-0.36844022080437044	0.3368037526752746	0.3847692502838883
1.172200315288148	0.5919506819094926	-0.24103864881038972
0.5312822120726652	-1.2590422310959164	0.9512250695411897
-1.6167562545783751	-0.32082566392334533	0.49916976555356274
0.948664510461239	1.5588155600625715	0.5942505700926047
0.22698285406315943	-0.5412597181092084	0.01946717207914362
0.657746383050367	0.5316523549377701	0.237267129168781
0.6983151841314524	-0.2627459281691459	-1.3527772686896964
0.8624917899041338	-0.2667986283975805	1.0238329635334307
-0.4470201185342728	0.38562425744513873	-2.075844239240818
1.08301200235094	-0.04638030310009857	-0.2706166816926117
-1.0795231314584237	1.786951004120604	-1.320555874089181
0.6175077430045888	-0.6039274869780127	0.7495184608592587
-2.940510046665196	-1.9083330054416805	0.09280330818727231
0.8734287992847248	1.4382497923674273	1.7437090605984906
1.693612348572506	0.29739725670761746	-2.093064457858849
-0.3428230548610737	-0.3282128042339625	-0.8648262233707834
1.0680511052506831	-2.977349219211909	0.33987086956220713
-1.205409341879509	0.7963864283694191	-2.234121509540994
0.6845908726656668	0.7405155324138367	-1.1358536835658846
-1.187043421164188	-1.4794419166034283	-0.8413476900823219
-0.23979210872854068	-0.3816793712628023	0.9010592688770752
1.597216998074592	0.9359760513533558	0.009396398758588853
0.11385077890757411	-0.2748454363268243	1.5996905717257257
1.0268461546701122	0.3838042366381208	-0.42165038973454355
1.2445909812911793	-1.3686390088982112	2.7474518482642094
-1.006192007329081	-0.2591525888571121	0.10018152855999449
-0.2747726136394057	1.1863808258366433	0.19335605569763056
1.3562489764336247	1.6780395180169234	0.48246892099421074
1.958602441676022	-0.44197670947557227	0.05721272225605693
0.14685815283625872	-1.3574794881011574	-0.0441099463326806
-0.8751527672517059	1.2294127679911764	0.4532823684185523
-0.21652553604352795	-0.7285882849804457	0.8595782144072522
1.5951033468794626	-0.5654208134397292	1.124430353065641
